,runtime,director,writer,actors
685,1h 37m,['Dan Mazer'],[],"[' (Josh)', ' (Nat)', ' (Chloe)', ' (Hugh)', ' (Danny)', ' (Naomi)', ' (Linda)', ' (Diana)', ' (Alan)']"
686,2h 21m,['Justin Chadwick'],[],"[' (Nelson Mandela)', ' (Winnie Madikizela)', ' (Walter Sisulu)', ' (Ahmed Kathrada)', ' (Govan Mbeki)', ' (Chief Warder)', ' (James Gregory)', ' (Zindzi Mandela)', ' (Evelyn Mase)']"
687,1h 37m,['Scott Stewart'],['Scott Stewart'],"[' (Lacy Barrett)', ' (Daniel)', ' (Jesse)', ' (Edwin Pollard)', ' (Alex Holcombe)', ' (Shelly)', ' (Karen)', ' (Gun Salesperson)', ' (Richard)']"
688,1h 55m,['Alexander Payne'],['Bob Nelson'],"[' (Woody Grant)', ' (David Grant)', ' (Kate Grant)', ' (Ross Grant)', ' (Ed Pegram)', ' (Aunt Martha)', ' (Uncle Ray)', ' (Bart)', ' (Cole)']"
689,1h 40m,['Don Scardino'],"['Jonathan Goldstein', 'John Francis Daley', 'Chad Kultgen', 'Tyler Mitchell']","[' (Burt Wonderstone)', ' (Anton Marvelton)', ' (Jane)', ' (Steve Gray)', ' (Doug Munny)', ' (Rance Holloway)', ' (Rick the Implausible)', ' (Lucius Belvedere)', ' (Young Burt)']"
690,1h 25m,['Anthony Silverston'],"['Anthony Silverston', 'Raffaella Delle Donne']","[' (Khumba (voice))', ' (Phango (voice))', ' (Skalk (voice))', ' (Tombi (voice))', ' (Seko (voice))', ' (Bradley (voice))', ' (Mama V (voice))', ' (Lungisa (voice))', ' (Nora (voice))']"
691,1h 34m,['Adam Wingard'],['Simon Barrett'],"[' (Erin)', ' (Felix Davison)', ' (Zee)', ' (Crispian)', ' (Drake Davison)', ' (Kelly Davison)', ' (Aimee Davison)', ' (Tariq)', ' (Paul Davison)']"
692,2h 12m,['Kim Yong-hwa'],['Kim Yong-hwa'],"[' (Weiwei)', ' (Sung Chung-Su)', ' (Baseball Team Director)', ' (Rival Baseball Team Director)', ' (Owner of Baseball Team Junichi Ito)', ' (Loan Shark)', ' (KBO Commissioner)', "" (Weiwei's Grandfather)"", ' (Young Weiwei)']"
693,1h 43m,"['Nat Faxon', 'Jim Rash']","['Nat Faxon', 'Jim Rash']","[' (Duncan)', ' (Trent Ramsey)', ' (Pam)', ' (Susanna Thompson)', ' (Owen)', ' (Betty Thompson)', ' (Caitlyn)', ' (Joan)', ' (Kip)']"
694,1h 48m,['Gary Alazraki'],"['Gary Alazraki', 'Patricio Saiz', 'Adrian Zurita']","[' (Germán Noble)', ' (Javi Noble)', ' (Bárbara Noble)', ' (Cha Noble)', ' (Lucho)', ' (Anwar Kaim)', ' (Peter Pintado)', ' (Juan Pablo)', ' (Judge Molinar)']"
695,1h 51m,['Barbara Wong'],[],"[' (He Man)', ' (Xie Yu)', ' (Lu Xiaohuan)', ' (Danny)', ' (Lily)', ' (Dr. Zhang)', "" (He Man's elder sister)"", "" (He Man's elder sister)"", ' (Psychiatrist)']"
696,1h 46m,['Eva Jin'],[],"[' (Michelle)', ' (Tony)', ' (Weiwei)', ' (Zhibo)', ' (Bill)', ' (The Nurse)', ' ()', ' ()', ' ()']"
697,2h 13m,['Keishi Otomo'],[],"[' (Ryuhei Kagura)', ' (Reiji Asama)', ' (Eriko Mizukami)', ' (Takashi Shiga)', ' (Risa Shiratori)', ' (Saki Tateshina)', ' (Minoru Tokura)', ' (Shogo Kagura)', ' (Masayuki Nasu)']"
698,2h 2m,['Dante Lam Chiu-Yin'],"['Dante Lam Chiu-Yin', 'Dante Lam Chiu-Yin', 'Candy Leung Fung-Ying', 'Wai-Lun Ng']","[' (Ching Fai)', ' (Lin Si Qi)', ' (Wang Ming Jun)', ' (Li Zi Tian)', ' (Boss Chan)', ' (Lin Yuan Xiang)', ' (Liang Pei Dan)', ' (Yeung Hing Sun (TS))', ' (Rock Kong)']"
699,2h 8m,['Cho Jin-gyu'],[],"[' (Kwang-ho)', ' (Tae-ju)', ' (Fortune teller Myung)', ' (Mi-suk)', ' (Choon-bong)', ' (Boss)', ' (Dae-shik)', ' (Elder Fortune Teller)', ' (Female Actress Ghost)']"
700,1h 33m,['Nicole Holofcener'],['Nicole Holofcener'],"[' (Eva)', ' (Albert)', ' (Marianne)', ' (Sarah)', ' (Chloe)', ' (Will)', ' (Ellen)', ' (Tess)', ' (Martin (Massage Client))']"
701,1h 28m,['Ed Gass-Donnelly'],"['Ed Gass-Donnelly', 'Damien Chazelle']","[' (Nell Sweetzer)', ' (Gwen)', ' (Doctor)', ' (Chris)', ' (Jared)', ' (Frank)', ' (Steph)', ' (Daphne)', ' (Pastor)']"
702,1h 25m,['Guillaume Gallienne'],[],"[' (Guillaume)', ' (Babou)', ' (Le Père)', ' (Ingeborg)', ' (Paqui)', ' (Raymund)', "" (Tante d'Amérique)"", ' (Karim)', ' (Tante Polyglote)']"
703,2h 22m,['Paolo Sorrentino'],[],"[' (Jep Gambardella)', ' (Romano)', ' (Ramona)', ' (Lello Cava)', ' (Trumeau)', ' (Viola)', ' (Stefania)', ' (Conte Colonna)', ' (Contessa Colonna)']"
704,2h 17m,['Isao Takahata'],[],"[' (The Princess Kaguya (voice))', ' (The Bamboo Cutter (voice))', "" (The Bamboo Cutter's Wife / Narrator (voice))"", ' (Sutemaru (voice))', ' (Lady Sagami (voice))', "" (Kaguya's Maid Girl (voice))"", ' (Lord Akita (voice))', ' (Prince Ishitsukuri (voice))', ' (Minister of the Right Abe (voice))']"
705,1h 56m,['Jonathan Teplitzky'],[],"[' (Eric)', ' (Patti)', ' (Finlay)', ' (Young Eric)', ' (Nagase)', ' (Young Nagase)', ' (Sutton)', ' (Burton)', ' (Withins)']"
706,1h 47m,"['Danny Pang Fat', 'Oxide Pang Shun']","['Danny Pang Fat', 'Oxide Pang Shun', 'MengZhang Wu', 'Nicholl Tang Nik-Kei']","[' (Mak Tai-kwan)', ' (Keung)', ' (Lee Kin-lok)', ' (Lam Si-lok)', ' (Ping-ping)', ' (Shun)', ' (Lam Lam)', "" (Lok's Gynaecologist)"", ' (Mandy)']"
707,1h 32m,['Fu Huayang'],[],"[' (William)', ' (Sister Po)', ' (Harry)', ' (Ba Song)', ' (Landlord)', ' (Soothsayer)', ' (Dudu)', ' (Gui Gui)', ' (Beckham)']"
708,2h 45m,['Michael Bay'],['Ehren Kruger'],"[' (Cade Yeager)', ' (Optimus Prime (voice))', ' (Joshua Joyce)', ' (Harold Attinger)', ' (Tessa Yeager)', ' (Shane Dyson)', ' (Galvatron (voice))', ' (Darcy Tirrel)', ' (Su Yueming)']"
709,2h 24m,['Peter Jackson'],[],"[' (Gandalf the Grey)', ' (Bilbo Baggins)', ' (Thorin Oakenshield)', ' (Legolas)', ' (Tauriel)', ' (Bard)', ' (King Thranduil)', ' (Smaug / Sauron (voice))', ' (Balin)']"
710,2h 1m,['James Gunn'],"['James Gunn', 'Nicole Perlman']","[' (Peter Quill)', ' (Gamora)', ' (Drax)', ' (Groot (voice))', ' (Rocket (voice))', ' (Ronan)', ' (Yondu Udonta)', ' (Nebula)', ' (Korath)']"
711,1h 37m,['Robert Stromberg'],[],"[' (Maleficent)', ' (Princess Aurora)', ' (Knotgrass)', ' (Stefan)', ' (Flittle)', ' (Thistletwit)', ' (Diaval)', ' (Prince Phillip)', ' (King Henry)']"
712,2h 3m,['Francis Lawrence'],[],"[' (Katniss Everdeen)', ' (Peeta Mellark)', ' (Gale Hawthorne)', ' (Haymitch Abernathy)', ' (Effie Trinket)', ' (President Alma Coin)', ' (Plutarch Heavensbee)', ' (Beetee)', ' (Caesar Flickerman)']"
713,2h 12m,['Bryan Singer'],"['Simon Kinberg', 'Jane Goldman', 'Matthew Vaughn']","[' (Logan / Wolverine)', ' (Charles Xavier)', ' (Erik Lehnsherr)', ' (Professor X)', ' (Magneto)', ' (Raven / Mystique)', ' (Storm)', ' (Hank / Beast)', ' (Rogue)']"
714,2h 16m,"['Anthony Russo', 'Joe Russo']",[],"[' (Steve Rogers / Captain America)', ' (Nick Fury)', ' (Natasha Romanoff / Black Widow)', ' (Alexander Pierce)', ' (Bucky Barnes / Winter Soldier)', ' (Sam Wilson / Falcon)', ' (Maria Hill)', ' (Brock Rumlow)', ' (Jasper Sitwell)']"
715,2h 10m,['Matt Reeves'],"['Rick Jaffa', 'Amanda Silver', 'Mark Bomback']","[' (Caesar)', ' (Malcolm)', ' (Koba)', ' (Dreyfus)', ' (Ellie)', ' (Alexander)', ' (Blue Eyes)', ' (Maurice)', ' (Rocket)']"
716,2h 21m,['Marc Webb'],"['Roberto Orci', 'Alex Kurtzman', 'Jeff Pinkner', 'James Vanderbilt']","[' (Spider-Man / Peter Parker)', ' (Gwen Stacy)', ' (Electro / Max Dillon)', ' (Green Goblin / Harry Osborn)', ' (Donald Menken)', ' (Felicia)', ' (Aleksei Sytsevich)', ' (Aunt May)', ' (Mary Parker)']"
717,2h 49m,['Christopher Nolan'],"['Christopher Nolan', 'Jonathan Nolan']","[' (Cooper)', ' (Brand)', ' (Professor Brand)', ' (Murph)', ' (Tom)', ' (Doyle)', ' (Getty)', ' (Murph (10 Yrs.))', ' (Murph (older))']"
718,1h 42m,"['Chris Williams', 'Don Hall']","['Robert L. Baird', 'Joseph Mateo']","[' (Baymax (voice))', ' (Hiro Hamada (voice))', ' (Tadashi Hamada (voice))', ' (Fred (voice))', ' (GoGo Tomago (voice))', ' (Wasabi (voice))', ' (Honey Lemon (voice))', ' (Professor Robert Callaghan (voice))', ' (Alistair Krei (voice))']"
719,1h 42m,['Dean DeBlois'],['Dean DeBlois'],"[' (Hiccup (voice))', ' (Valka (voice))', ' (Stoick (voice))', ' (Gobber (voice))', ' (Astrid (voice))', ' (Snotlout (voice))', ' (Fishlegs (voice))', ' (Tuffnut (voice))', ' (Ruffnut (voice))']"
720,2h 13m,['Clint Eastwood'],['Jason Hall'],"[' (Chris Kyle)', ' (Taya Renae Kyle)', ' (Goat-Winston)', ' (Young Chris Kyle)', ' (Wayne Kyle)', ' (Debbie Kyle)', ' (Jeff Kyle)', ' (Young Jeff Kyle)', ' (Dauber)']"
721,2h 3m,['Gareth Edwards'],['Dave Callaham'],"[' (Ford Brody)', ' (Elle Brody)', ' (Sandra Brody)', ' (Joe Brody)', ' (Dr. Ishiro Serizawa)', ' (Dr. Vivienne Graham)', ' (Huddleston)', ' (Admiral William Stenz)', ' (HALO Jumper)']"
722,2h 3m,['Gareth Edwards'],['Dave Callaham'],"[' (Ford Brody)', ' (Elle Brody)', ' (Sandra Brody)', ' (Joe Brody)', ' (Dr. Ishiro Serizawa)', ' (Dr. Vivienne Graham)', ' (Huddleston)', ' (Admiral William Stenz)', ' (HALO Jumper)']"
723,1h 41m,['Carlos Saldanha'],['Carlos Saldanha'],"[' (Blu (voice))', ' (Jewel (voice))', ' (Pedro (voice))', ' (Nico (voice))', ' (Linda (voice))', ' (Rafael (voice))', ' (Eduardo (voice))', ' (Roberto (voice))', ' (Carnival Barker / Blue Sentry (voice))']"
724,1h 41m,['Jonathan Liebesman'],"['Evan Daugherty', 'Josh Appelbaum', 'André Nemec']","[' (Leonardo)', ' (Raphael)', ' (Donatello)', ' (Michelangelo)', "" (April O'Neil)"", ' (Vern Fenwick)', ' (Eric Sacks)', ' (Splinter)', ' (Leonardo (voice))']"
725,1h 40m,"['Christopher Miller', 'Phil Lord']","['Christopher Miller', 'Phil Lord', 'Dan Hageman', 'Kevin Hageman']","[' (Emmet Brickowski (voice))', ' (Wyldstyle / Lucy (voice))', ' (Lord Business / President Business / The Man Upstairs)', ' (Vitruvius (voice))', ' (Batman / Bruce Wayne (voice))', ' (Bad Cop / Good Cop / Pa Cop (voice))', ' (Unikitty (voice))', ' (Metal Beard (voice))', ' (Benny (voice))']"
726,1h 29m,['Luc Besson'],['Luc Besson'],"[' (Lucy Miller)', ' (Professor Samuel Norman)', ' (Mr. Jang)', ' (Pierre Del Rio)', ' (The Limey)', ' (Richard)', ' (Caroline)', "" (Jang's Lieutenant)"", "" (Jang's Lieutenant)""]"
727,1h 32m,"['Simon J. Smith', 'Eric Darnell']","['John Aboud', 'Michael Colton', 'Brent Simons', 'Alan Schoolcraft']","[' (Skipper (voice))', ' (Kowalski (voice))', ' (Private (voice))', ' (Rico (voice))', ' (Dave (voice))', ' (Classified (voice))', ' (Short Fuse (voice))', ' (Eva (voice))', ' (Corporal (voice))']"
728,1h 54m,['Doug Liman'],[],"["" (Maj. William 'Bill' Cage)"", ' (Sgt. Rita Vrataski)', ' (Master Sergeant Farell)', ' (General Brigham)', ' (Dr. Carter)', ' (Griff)', ' (Kuntz)', ' (Nance)', ' (Skinner)']"
729,2h 29m,['David Fincher'],[],"[' (Nick Dunne)', ' (Amy Dunne)', ' (Desi Collings)', ' (Tanner Bolt)', ' (Margo Dunne)', ' (Detective Rhonda Boney)', ' (Officer James Gilpin)', ' (Rand Elliott)', ' (Marybeth Elliott)']"
730,1h 38m,['Shawn Levy'],"['Michael Handelman', 'David Guion', 'Mark Friedman']","[' (Larry Daley / Laaa)', ' (Theodore Roosevelt)', ' (Jedediah Smith)', ' (Octavius)', ' (Dr. McPhee)', ' (Sir Lancelot)', ' (Tilly)', ' (Nick Daley)', ' (Ahkmenrah)']"
731,1h 53m,['Wes Ball'],[],"[' (Thomas)', ' (Teresa Agnes)', ' (Alby)', ' (Newt)', ' (Minho)', ' (Gally)', ' (Ava Paige)', ' (Chuck)', ' (Frypan)']"
732,1h 42m,['Noam Murro'],[],"[' (Themistocles)', ' (Artemisia)', ' (Queen Gorgo)', ' (Scylias)', ' (Dillios)', ' (Xerxes)', ' (Calisto)', ' (Ephialtes)', ' (General Bandari)']"
733,1h 52m,"['Christopher Miller', 'Phil Lord']","['Michael Bacall', 'Jonah Hill']","[' (Schmidt)', ' (Jenko)', ' (The Ghost)', ' (Zook)', ' (Maya)', ' (Mercedes)', ' (Captain Dickson)', ' (Keith Yang)', ' (Kenny Yang)']"
734,2h 13m,['Josh Boone'],[],"[' (Hazel Grace Lancaster)', ' (Augustus Waters)', ' (Isaac)', ' (Frannie Lancaster)', ' (Michael Lancaster)', ' (Peter van Houten)', ' (Lidewij Vliegenthart)', ' (Patrick)', ' (Dr. Maria)']"
735,2h 19m,['Neil Burger'],[],"["" (Beatrice 'Tris' Prior)"", "" (Tobias 'Four' Eaton)"", ' (Christina)', ' (Peter Hayes)', ' (Eric Coulter)', ' (Caleb Prior)', ' (Natalie Prior)', ' (Andrew Prior)', ' (Marcus Eaton)']"
736,1h 32m,['Rob Minkoff'],[],"[' (Mr. Peabody (voice))', ' (Sherman (voice))', ' (Penny Peterson (voice))', ' (Ms. Grunion (voice))', ' (Paul Peterson (voice))', ' (Principal Purdy (voice))', ' (Leonardo da Vinci (voice))', ' (Mason (voice))', ' (Carl (voice))']"
737,2h 30m,['Ridley Scott'],[],"[' (Moses)', ' (Ramses II)', ' (Nun)', ' (Sethos I)', ' (Joshua)', ' (Viceroy Hegep)', ' (Séfora)', ' (Tuja)', ' (Bithia)']"
738,1h 36m,['Paul King'],['Michael Bond'],"[' (Paddington (voice))', ' (Henry Brown)', ' (Mary Brown)', ' (Judy Brown)', ' (Jonathan Brown)', ' (Millicent)', ' (Mrs. Bird)', ' (Aunt Lucy (voice))', ' (Reginald Curry)']"
739,1h 38m,['Brett Ratner'],[],"[' (Hercules)', ' (Amphiarus)', ' (Cotys)', ' (Autolycus)', ' (Tydeus)', ' (Atalanta)', ' (Iolaus)', ' (King Eurystheus)', ' (Rhesus)']"
740,1h 58m,['José Padilha'],[],"[' (RoboCop / Alex Murphy)', ' (Dr. Dennett Norton)', ' (Raymond Sellars)', ' (Clara Murphy)', ' (Maddox)', ' (Jack Lewis)', ' (Liz Kline)', ' (Pope)', ' (Karen Dean)']"
741,1h 53m,['Morten Tyldum'],[],"[' (Alan Turing)', ' (Joan Clarke)', ' (Hugh Alexander)', ' (Detective Robert Nock)', ' (John Cairncross)', ' (Peter Hilton)', ' (Commander Denniston)', ' (Stewart Menzies)', ' (Jack Good)']"
742,1h 32m,['Gary Shore'],"['Burk Sharpless', 'Matt Sazama']","[' (Dracula / Vlad Tepes)', ' (Mehmed II)', ' (Mirena / Mina Murray)', ' (Master Vampire)', ' (Ingeras)', ' (Dimitru)', ' (Simion)', ' (Cazan)', ' (Hamza Bey)']"
743,2h 6m,['Patrick Hughes'],['Sylvester Stallone'],"[' (Barney Ross)', ' (Lee Christmas)', ' (Max Drummer)', ' (Conrad Stonebanks)', ' (Trench)', ' (Galgo)', ' (Yin Yang)', ' (Doc)', ' (Gunner Jensen)']"
744,2h 15m,['David Ayer'],['David Ayer'],"["" (Don 'Wardaddy' Collier)"", "" (Boyd 'Bible' Swan)"", ' (Norman Ellison)', "" (Trini 'Gordo' Garcia)"", "" (Grady 'Coon-Ass' Travis)"", ' (Sergeant Binkowski)', ' (Sergeant Davis)', ' (Sergeant Peterson)', ' (Lieutenant Parker)']"
745,2h 11m,['Scott Waugh'],"['George Gatins', 'John Gatins']","[' (Tobey Marshall)', ' (Dino Brewster)', ' (Julia Maddon)', ' (Benny Jackson)', ' (Finn)', ' (Joe Peck)', ' (Little Pete Coleman)', ' (Anita Coleman)', ' (Bill Ingram)']"
746,2h 12m,['Antoine Fuqua'],['Richard Wenk'],"[' (Robert McCall)', ' (Teddy)', ' (Teri)', ' (Masters)', ' (Mandy)', ' (Brian Plummer)', ' (Susan Plummer)', ' (Slavi)', ' (Ralphie)']"
747,1h 56m,['Ning Hao'],[],"[' (Geng Hao)', ' (Hao Yi)', ' (Zhou Lijuan)', ' (Kang Xiaoyu)', ' ()', ' ()', ' (思晴)']"
748,1h 34m,"['Takashi Yamazaki', 'Ryuichi Yagi']",[],"[' (Doraemon (voice))', ' (Nobita (voice))', ' (Shizuka (voice))', ' (Gian (voice))', ' (Suneo (voice))', ' (Adult Nobita (voice))', ' (Jaiko (voice))', ' (Sewashi (voice))', ' (Dekisugi (voice))']"
749,1h 34m,['Philippe de Chauveron'],[],"[' (Claude Verneuil)', ' (Marie Verneuil)', ' (David Benichou)', ' (Rachid Benassem)', ' (Chao Ling)', ' (Charles Koffi)', ' (Isabelle Verneuil, wife of Benassem)', ' (Odile Verneuil, wife of Benichou)', ' (Ségolène Verneuil, wife of Ling)']"
750,1h 40m,['Wes Anderson'],"['Wes Anderson', 'Hugo Guinness']","[' (M. Gustave)', ' (Mr. Moustafa)', ' (Serge X.)', ' (Dmitri)', ' (Jopling)', ' (Deputy Kovacs)', ' (Ludwig)', ' (Young Author)', ' (M. Ivan)']"
751,1h 50m,"['Peter Farrelly', 'Bobby Farrelly']","['Peter Farrelly', 'Bobby Farrelly', 'Sean Anders', 'Bennett Yellin', 'John Morris', 'Mike Cerrone']","[' (Lloyd Christmas)', ' (Harry Dunne)', ' (Adele)', ' (Penny)', ' (Fraida)', ' (Travis / Captain Lippincott)', ' (Dr. Walcott)', ' (Emergency Room Doctor)', ' (Billy)']"
752,1h 29m,['Steven Quale'],['John Swetnam'],"[' (Gary Morris)', ' (Allison)', ' (Pete)', ' (Donnie)', ' (Kaitlyn)', ' (Trey)', ' (Daryl)', ' (Jacob)', ' (Lucas)']"
753,2h 17m,['Angelina Jolie'],[],"[' (Louis Zamperini)', ' (Pete Zamperini)', "" (Russel Allen 'Phil' Phillips)"", ' (John Fitzgerald)', "" (Mutsuhiro 'The Bird' Watanabe)"", "" (Francis 'Mac' McNamara)"", "" (Hugh 'Cup' Cuppernell)"", ' (Louise Zamperini)', ' (Anthony Zamperini)']"
754,1h 58m,['George Clooney'],[],"[' (Lt. Frank Stokes)', ' (Lt. James Granger)', ' (Sgt. Richard Campbell)', ' (Sgt. Walter Garfield)', ' (Claire Simone)', ' (2nd Lt. Donald Jeffries)', ' (Colonel Langton)', ' (2nd Lt. Jean-Claude Clermont)', ' (Pvt. Preston Savitz)']"
755,1h 39m,['Tim Story'],['Greg Coolidge'],"[' (James)', ' (Ben Barber)', ' (Santiago)', ' (Lt. Brooks)', ' (Angela)', ' (Miggs)', ' (Omar)', ' (Angry Car Driver)', ' (Runflat)']"
756,1h 23m,['Bobs Gannaway'],"['Jeffrey M. Howard', 'Bobs Gannaway']","[' (Blade Ranger (voice))', ' (Dusty Crophopper (voice))', ' (Dipper (voice))', ' (Maru (voice))', ' (Cad (voice))', ' (Mayday (voice))', ' (Dottie (voice))', ' (Chug (voice))', ' (Windlifter)']"
757,2h 21m,['Tsui Hark'],"['Tsui Hark', 'Li Yang', 'Huang Jianxin', 'Dong Zhe']","[' (Yang Zirong)', ' (Hawk)', ' (Bai Ru)', ' (Capitaine 203)', ' (Ma Qinlian)', ' (Jimmy)', ' (Ma Baojun)', ' (Gao Bo)', ' (Tank)']"
758,2h 6m,['Kim Han-min'],"['Kim Han-min', 'Jeon Cheol-hong']","[' (Admiral Yi Sun-Shin)', ' (Kurushima Michifusa)', ' (Wakizaka Yasuharu)', ' (Im Jun-yeong)', ' (Mrs. Jeong)', ' (Todo Takatora)', ' (Yi Hoe)', ' (Haru)', ' (Kim Joong-geol)']"
759,1h 44m,['Luke Greenfield'],[],"[' (Ryan Davis)', ' (Justin Chang)', ' (Officer Segars)', ' (Josie)', ' (Mossi)', ' (Pupa)', ' (Brolin)', ' (Todd Cutter)', ' (Georgie)']"
760,1h 45m,['Kenneth Branagh'],['Tom Clancy'],"[' (Jack Ryan)', ' (Cathy Muller)', ' (William Harper)', ' (Viktor Cherevin)', ' (Constantin)', ' (Rob Behringer)', ' (Amy Chan)', ' (Aleksandr Borovsky)', ' (Dimitri Lemkov)']"
761,1h 57m,['Frank Coraci'],"['Clare Sera', 'Ivan Menchell']","[' (Jim)', ' (Lauren)', ' (Eddy)', ' (Nickens)', ' (Jen)', ' (Hilary)', ' (Mark)', ' (Mfana)', ' (Ginger)']"
762,1h 34m,['Jake Kasdan'],[],"[' (Annie)', ' (Jay)', ' (Robby)', ' (Tess)', ' (Hank)', ' (Catalina)', ' (Rosie)', ' (Max)', ' (Linda)']"
763,2h 3m,['James Marsh'],[],"[' (Stephen Hawking)', ' (Jane Hawking)', ' (Jonathan Hellyer Jones)', ' (Beryl Wilde)', ' (Frank Hawking)', ' (Dennis Sciama)', ' (Elaine Mason)', ' (Brian)', ' (Robert Hawking (Age 17))']"
764,1h 25m,['Peter Lepeniotis'],"['Peter Lepeniotis', 'Peter Lepeniotis', 'Daniel Woo', 'Lorne Cameron']","[' (Surly (voice))', ' (Grayson (voice))', ' (Raccoon (voice))', ' (Andie (voice))', ' (King (voice))', ' (Precious (voice))', ' (Mole (voice))', ' (Jimmy (voice))', ' (Lana (voice))']"
765,1h 45m,['Paul W. S. Anderson'],[],"[' (Milo)', ' (Cassia)', ' (Atticus)', ' (Corvus)', ' (Aurelia)', ' (Severus)', ' (Ariadne)', ' (Proculus)', ' (Bellator)']"
766,13m,['Narayan Van Maele'],[],[' (Self)']
767,1h 43m,['James DeMonaco'],['James DeMonaco'],"[' (Sergeant)', ' (Eva Sanchez)', ' (Shane)', ' (Carmelo)', ' (Liz)', ' (Cali)', ' (The Stranger)', ' (Tanya)', ' (Papa Rico)']"
768,1h 37m,"['Graham Annable', 'Anthony Stacchi']",[],"[' (Archibald Snatcher (voice))', ' (Eggs (voice))', ' (Winnie Portley-Rind (voice))', ' (Fish / Wheels / Bucket (voice))', ' (Lady Cynthia Portley-Rind (voice))', ' (Lord Portley-Rind (voice))', ' (Mr. Trout (voice))', ' (Mr. Pickles (voice))', ' (Mr. Gristle (voice))']"
769,1h 48m,['Sean Anders'],"['Sean Anders', 'John Morris', 'Jonathan Goldstein', 'John Francis Daley']","[' (Nick Hendricks)', ' (Kurt Buckman)', ' (Dale Arbus)', ' (Julia Harris)', ' (Dave Harken)', ' (Motherfucker Jones)', ' (Rex Hanson)', ' (Bert Hanson)', ' (Detective Hatcher)']"
770,1h 54m,"['Yu Baimei', 'Deng Chao']",['Yu Baimei'],"[' (Yuangui Mei)', ' (Xiaochun Ye)', ' (Xiao Zhuang)', ' (Herself)', ' (Himself)', ' (Herself)', ' (Himself)', ' (Bandit A)']"
771,2h,['Alejandro González Iñárritu'],"['Alejandro González Iñárritu', 'Alexander Dinelaris', 'Nicolás Giacobone', 'Armando Bo']","[' (Riggan)', ' (Sam)', ' (Jake)', ' (Mike)', ' (Laura)', ' (Lesley)', ' (Sylvia)', ' (Tabitha)', ' (Annie)']"
772,1h 39m,['Randall Wallace'],[],"[' (Todd Burpo)', ' (Sonja Burpo)', ' (Colton)', ' (Jay Wilkins)', ' (Michael)', ' (Cassie)', ' (Mr. Parker)', ' (Arch Angel #2)', ' (Mr. Jackson)']"
773,1h 21m,['Miguel Arteta'],[],"[' (Ben Cooper)', ' (Kelly Cooper)', ' (Alexander Cooper)', ' (Anthony Cooper)', ' (Emily Cooper)', ' (Baby Trevor)', ' (Baby Trevor)', ' (Becky Gibson)', ' (Celia)']"
774,1h 37m,['Ben Falcone'],"['Ben Falcone', 'Melissa McCarthy']","[' (Tammy)', ' (Pearl)', ' (Lenore)', ' (Bobby)', ' (Earl)', ' (Susanne)', ' (Deb)', ' (Don)', ' (Greg)']"
775,2h 33m,['Rajkumar Hirani'],['Rajkumar Hirani'],"[' (PK)', "" (Jagat 'Jaggu' Janani Sahni)"", ' (Tapasvi Maharaj)', ' (Cherry Bajwa)', ' (Sarfraz Yousuf)', ' (Bhairao Singh)', ' (Jayprakash Sahni)', ' (Phuljhadiya)', ' (Pakistan Embassy Receptionist)']"
776,1h 40m,['Han Han'],['Han Han'],"[' (Ma Haohan)', ' (Jiang He)', ' (A Lu)', ' (Zhou Mo)', ' (Su Mi)', ' (Liu Yingying)', "" (Su Mi's Uncle)"", "" (Su Mi's brother)"", "" (Su Mi's brother)""]"
777,1h 35m,['Jorge R. Gutierrez'],"['Jorge R. Gutierrez', 'Doug Langdale']","[' (Manolo (voice))', ' (Joaquin (voice))', ' (Maria (voice))', ' (Mary Beth (voice))', ' (Chato (voice))', ' (Pancho Rodriguez (voice))', ' (Pepe Rodriguez (voice))', ' (Xibalba (voice))', ' (La Muerte (voice))']"
778,2h 6m,['JK Youn'],['Park Soo-jin'],"[' (Yoon Deok-soo)', ' (Young-ja)', ' (Dal-goo)', ' (Yoon Jin-gyu)', "" (Deok-soo's Mother)"", "" (Deok-soo's Paternal Aunt)"", ' (Young Deok-soo)', ' (Yoon Kkeut-soon)', ' (Yun Do-ju)']"
779,2h,['Zhang Yibai'],['Yehui Jiu'],"[' (Chen Xun)', ' (Fang Hui)', ' (Zhao Ye)', ' (Qiao Ran)', ' (Lin Jiamo)', ' (Su Kai)', ' (Qi Qi)']"
780,1h 24m,['Christopher Landon'],['Christopher Landon'],"[' (Jesse Arista)', ' (Hector)', ' (Marisol Vargas)', ' (Irma Arista)', ' (Oscar Lopez)', ' (Evette Arista)', ' (Cesar Arista)', ' (Ana Sanchez)', ' (Katie Featherston)']"
781,2h 2m,['Lasse Hallström'],[],"[' (Madam Mallory)', ' (Hassan)', ' (Papa)', ' (Marguerite)', ' (Young Hassan)', ' (Mama)', ' (Mahira)', ' (Mukthar Kadam)', ' (Mansur)']"
782,1h 58m,['Scott Derrickson'],"['Scott Derrickson', 'Paul Harris Boardman']","[' (Ralph Sarchie)', ' (Jen)', ' (Mendoza)', ' (Butler)', ' (Santino)', ' (Jimmy)', ' (Gordon)', ' (Nadler)', ' (Christina)']"
783,1h 56m,['Seth MacFarlane'],"['Seth MacFarlane', 'Wellesley Wild', 'Alec Sulkin']","[' (Albert)', ' (Anna)', ' (Louise)', ' (Clinch)', ' (Edward)', ' (Foy)', ' (Ruth)', ' (George Stark)', ' (Cochise)']"
